SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,20 a 29,28/07/2021,Cas,Parcial,31
Dona,0 a 9,30/10/2021,Cas,No iniciada,5
Dona,60 a 69,09/07/2021,Cas,Parcial,97
Home,70 a 79,16/05/2021,Cas,Parcial,4
Dona,60 a 69,27/02/2021,Cas,No iniciada,20
Home,10 a 19,17/06/2021,Cas,No iniciada,66
Dona,80 o més,25/11/2021,Hospitalització,No iniciada,1
Home,50 a 59,13/11/2021,Crítics,No iniciada,1
Dona,70 a 79,21/08/2021,Cas,No iniciada,2
Home,70 a 79,04/05/2021,Cas,No iniciada,16
Dona,10 a 19,12/06/2021,Cas,No iniciada,21
Dona,60 a 69,28/06/2021,Cas,No iniciada,17
Dona,0 a 9,10/05/2021,Cas,No iniciada,52
Dona,50 a 59,10/08/2021,Cas,No iniciada,22
Dona,40 a 49,30/11/2021,Cas,Parcial,2
Dona,40 a 49,10/08/2021,Cas,Parcial,6
Home,20 a 29,26/07/2021,Cas,Completa,41
Home,50 a 59,13/10/2021,Crítics,Completa,1
Dona,40 a 49,24/08/2021,Cas,Parcial,2
Dona,70 a 79,01/03/2021,Cas,No iniciada,52
Home,30 a 39,12/11/2021,Cas,No iniciada,24
Dona,50 a 59,13/02/2021,Cas,No iniciada,59
Home,20 a 29,05/07/2021,Cas,Completa,35
Dona,0 a 9,25/09/2021,Cas,No iniciada,25
Dona,20 a 29,25/07/2021,Cas,Completa,31
Dona,60 a 69,21/04/2021,Cas,No iniciada,52
Home,20 a 29,16/11/2021,Hospitalització,Completa,1
Home,30 a 39,24/02/2021,Cas,No iniciada,98
Dona,0 a 9,24/11/2021,Hospitalització,No iniciada,1
Dona,40 a 49,19/04/2021,Cas,Parcial,9
Home,30 a 39,16/05/2021,Cas,No iniciada,27
Dona,20 a 29,16/05/2021,Cas,No iniciada,10
Home,30 a 39,24/01/2021,Cas,No iniciada,95
Dona,40 a 49,14/05/2021,Cas,Parcial,3
Home,40 a 49,30/04/2021,Cas,Parcial,4
Dona,70 a 79,23/06/2021,Cas,No iniciada,2
Dona,40 a 49,13/07/2021,Cas,No iniciada,243
Dona,50 a 59,26/06/2021,Cas,Parcial,7
Home,50 a 59,18/05/2021,Cas,Parcial,4
Dona,60 a 69,16/12/2021,Crítics,No iniciada,2
Dona,20 a 29,05/06/2021,Cas,Parcial,1
Home,20 a 29,07/07/2021,Cas,Parcial,18
Home,60 a 69,02/08/2021,Cas,No iniciada,24
Home,20 a 29,07/09/2021,Cas,Parcial,4
Home,0 a 9,05/06/2021,Cas,No iniciada,9
Home,60 a 69,10/05/2021,Cas,Parcial,15
Dona,70 a 79,21/05/2021,Cas,Completa,2
Home,40 a 49,29/01/2021,Cas,Parcial,1
Dona,20 a 29,06/05/2021,Cas,Parcial,6
Dona,70 a 79,13/05/2021,Cas,No iniciada,11
Dona,40 a 49,20/09/2021,Cas,Completa,26
Dona,70 a 79,11/07/2021,Cas,Completa,21
Dona,20 a 29,26/08/2021,Cas,Completa,16
Home,0 a 9,12/08/2021,Cas,No iniciada,76
Home,60 a 69,23/09/2021,Cas,No iniciada,1
Dona,0 a 9,05/04/2021,Cas,No iniciada,24
Home,60 a 69,29/08/2021,Cas,Completa,17
Dona,70 a 79,05/05/2021,Cas,No iniciada,20
Dona,40 a 49,20/11/2021,Cas,Completa,76
Home,20 a 29,22/09/2021,Cas,Completa,4
Dona,50 a 59,08/08/2021,Cas,No iniciada,16
Home,0 a 9,18/06/2021,Cas,No iniciada,18
Dona,10 a 19,01/07/2021,Cas,Parcial,3
Dona,60 a 69,02/06/2021,Cas,Parcial,8
Home,70 a 79,02/03/2021,Cas,No iniciada,39
Home,30 a 39,24/09/2021,Cas,Completa,14
Home,60 a 69,05/08/2021,Cas,Parcial,6
Home,60 a 69,15/11/2021,Crítics,Completa,1
Dona,30 a 39,27/12/2021,Hospitalització,No iniciada,3
Dona,60 a 69,13/02/2021,Cas,No iniciada,31
Home,20 a 29,01/01/2021,Cas,No iniciada,60
Home,70 a 79,15/12/2021,Hospitalització,Completa,9
Dona,40 a 49,01/06/2021,Cas,No iniciada,69
Home,60 a 69,26/11/2021,Cas,Completa,98
Home,20 a 29,30/10/2021,Cas,Parcial,2
Home,10 a 19,15/01/2021,Cas,No iniciada,240
Home,50 a 59,11/08/2021,Cas,Completa,49
Dona,30 a 39,21/10/2021,Hospitalització,Completa,1
Home,40 a 49,24/08/2021,Cas,Completa,45
Home,60 a 69,05/11/2021,Cas,Completa,22
Dona,10 a 19,19/08/2021,Cas,No iniciada,98
Dona,10 a 19,12/08/2021,Cas,Completa,4
Dona,40 a 49,16/07/2021,Cas,Parcial,140
Home,10 a 19,23/03/2021,Cas,No iniciada,157
Dona,40 a 49,30/08/2021,Cas,Completa,55
Home,20 a 29,18/08/2021,Cas,Parcial,18
Dona,60 a 69,12/04/2021,Cas,No iniciada,112
Home,30 a 39,25/10/2021,Cas,No iniciada,12
No classificat,No classificat,09/12/2021,Cas,No iniciada,98
Dona,10 a 19,17/01/2021,Cas,No iniciada,76
Home,50 a 59,14/11/2021,Cas,Parcial,1
Home,50 a 59,24/04/2021,Cas,No iniciada,75
Dona,70 a 79,22/10/2021,Cas,No iniciada,1
Dona,30 a 39,16/12/2021,Hospitalització,Parcial,1
Dona,30 a 39,02/09/2021,Cas,No iniciada,31
Home,70 a 79,13/11/2021,Cas,Completa,11
Dona,10 a 19,18/05/2021,Cas,No iniciada,61
Home,70 a 79,13/11/2021,Hospitalització,Completa,2
Dona,60 a 69,16/09/2021,Cas,No iniciada,4
Dona,50 a 59,14/08/2021,Cas,No iniciada,16
Dona,40 a 49,11/04/2021,Cas,No iniciada,69
Home,70 a 79,08/02/2021,Cas,No iniciada,84
Dona,10 a 19,16/11/2021,Cas,No iniciada,61
Home,70 a 79,31/03/2021,Cas,No iniciada,50
Dona,80 o més,14/12/2021,Cas,Completa,75
Home,70 a 79,24/10/2021,Cas,Completa,2
Dona,10 a 19,18/01/2021,Cas,No iniciada,275
Home,50 a 59,12/02/2021,Cas,No iniciada,118
Home,40 a 49,19/08/2021,Cas,Completa,51
Home,20 a 29,29/10/2021,Cas,Completa,9
Dona,50 a 59,21/04/2021,Cas,No iniciada,102
Dona,10 a 19,26/10/2021,Cas,Completa,6
Home,60 a 69,09/08/2021,Cas,Completa,72
Dona,0 a 9,20/09/2021,Cas,No iniciada,52
Home,50 a 59,04/05/2021,Cas,No iniciada,104
Home,60 a 69,04/05/2021,Cas,No iniciada,30
No classificat,No classificat,02/12/2021,Cas,No iniciada,71
Home,10 a 19,19/11/2021,Cas,Parcial,3
Dona,30 a 39,18/06/2021,Cas,No iniciada,53
Home,50 a 59,23/04/2021,Cas,No iniciada,131
Dona,10 a 19,01/03/2021,Cas,No iniciada,134
No classificat,No classificat,16/01/2021,Cas,No iniciada,74
Dona,0 a 9,07/10/2021,Cas,No iniciada,14
Home,20 a 29,11/06/2021,Cas,No iniciada,55
Dona,70 a 79,02/12/2021,Cas,No iniciada,3
Home,10 a 19,07/07/2021,Cas,No iniciada,871
Home,40 a 49,02/11/2021,Cas,Parcial,2
Dona,70 a 79,05/07/2021,Cas,Completa,40
Dona,30 a 39,22/09/2021,Cas,Parcial,1
Home,80 o més,12/10/2021,Cas,Completa,2
Home,60 a 69,22/10/2021,Crítics,No iniciada,1
Dona,20 a 29,16/07/2021,Cas,Completa,75
Home,20 a 29,09/03/2021,Cas,No iniciada,77
Dona,30 a 39,16/11/2021,Hospitalització,Completa,2
Home,10 a 19,15/11/2021,Cas,Parcial,2
Home,70 a 79,16/11/2021,Crítics,Completa,1
Dona,40 a 49,26/10/2021,Cas,Completa,23
Dona,0 a 9,11/09/2021,Cas,No iniciada,11
Dona,50 a 59,28/05/2021,Cas,Completa,1
Home,60 a 69,22/10/2021,Cas,Parcial,1
Dona,10 a 19,28/01/2021,Cas,No iniciada,270
Home,10 a 19,12/02/2021,Cas,No iniciada,121
Home,50 a 59,19/07/2021,Cas,No iniciada,123
Home,60 a 69,22/10/2021,Hospitalització,No iniciada,1
Dona,50 a 59,09/12/2021,Cas,Completa,287
Dona,10 a 19,10/11/2021,Cas,No iniciada,39
Home,60 a 69,07/10/2021,Defunció,Completa,1
Dona,50 a 59,29/10/2021,Cas,No iniciada,6
Home,0 a 9,08/01/2021,Cas,No iniciada,143
Dona,10 a 19,28/07/2021,Cas,No iniciada,388
Dona,60 a 69,23/04/2021,Cas,No iniciada,44
Dona,50 a 59,27/08/2021,Cas,No iniciada,9
Dona,40 a 49,05/11/2021,Hospitalització,Completa,1
Home,50 a 59,12/10/2021,Hospitalització,Completa,1
Home,50 a 59,26/12/2021,Crítics,No iniciada,3
Dona,70 a 79,20/12/2021,Hospitalització,No iniciada,2
Dona,30 a 39,14/05/2021,Cas,No iniciada,59
Home,70 a 79,16/11/2021,Cas,Completa,43
Dona,20 a 29,21/10/2021,Cas,No iniciada,8
Home,10 a 19,06/05/2021,Cas,No iniciada,121
Dona,70 a 79,22/01/2021,Cas,No iniciada,118
Dona,10 a 19,11/11/2021,Cas,No iniciada,32
Dona,60 a 69,02/07/2021,Cas,Parcial,63
Dona,20 a 29,07/10/2021,Cas,No iniciada,5
Home,20 a 29,16/06/2021,Cas,No iniciada,104
Dona,10 a 19,20/05/2021,Cas,No iniciada,63
Home,30 a 39,08/02/2021,Cas,No iniciada,156
Home,20 a 29,16/10/2021,Cas,No iniciada,7
Dona,60 a 69,19/10/2021,Cas,No iniciada,1
Home,70 a 79,17/02/2021,Cas,No iniciada,51
Home,20 a 29,01/06/2021,Cas,No iniciada,47
Dona,20 a 29,06/09/2021,Cas,Completa,19
Dona,50 a 59,02/07/2021,Cas,Completa,64
Dona,60 a 69,14/09/2021,Cas,Completa,26
Dona,10 a 19,25/11/2021,Cas,No iniciada,98
Home,20 a 29,17/11/2021,Cas,No iniciada,19
Dona,30 a 39,22/10/2021,Hospitalització,No iniciada,1
Dona,80 o més,14/11/2021,Hospitalització,No iniciada,1
Dona,50 a 59,12/10/2021,Cas,No iniciada,5
Dona,30 a 39,31/10/2021,Cas,No iniciada,5
Home,40 a 49,30/05/2021,Cas,No iniciada,33
Dona,0 a 9,07/01/2021,Cas,No iniciada,118
Dona,50 a 59,12/08/2021,Cas,No iniciada,29
Dona,70 a 79,12/10/2021,Cas,Completa,8
Home,50 a 59,10/11/2021,Cas,No iniciada,5
Dona,10 a 19,03/12/2021,Hospitalització,Completa,1
Dona,60 a 69,06/09/2021,Cas,Completa,32
Dona,50 a 59,27/07/2021,Cas,Parcial,12
Dona,20 a 29,02/11/2021,Cas,Parcial,4
Home,40 a 49,08/08/2021,Cas,No iniciada,33
Home,80 o més,25/11/2021,Hospitalització,Completa,5
Dona,50 a 59,15/07/2021,Cas,No iniciada,87
Dona,10 a 19,07/05/2021,Cas,No iniciada,91
Home,70 a 79,09/08/2021,Cas,Completa,64
Home,50 a 59,09/12/2021,Cas,No iniciada,44
Dona,40 a 49,16/06/2021,Cas,No iniciada,47
Home,80 o més,02/12/2021,Hospitalització,Completa,6
Home,70 a 79,27/07/2021,Cas,No iniciada,10
Home,40 a 49,14/11/2021,Crítics,No iniciada,2
Home,80 o més,14/11/2021,Cas,No iniciada,1
Dona,20 a 29,26/05/2021,Cas,Parcial,6
Home,70 a 79,25/04/2021,Cas,Parcial,4
Home,50 a 59,17/06/2021,Cas,No iniciada,10
Home,30 a 39,05/04/2021,Cas,No iniciada,74
Dona,10 a 19,25/11/2021,Hospitalització,Completa,1
Dona,40 a 49,03/08/2021,Cas,Completa,127
Dona,60 a 69,25/12/2021,Defunció,Completa,1
Home,70 a 79,21/06/2021,Cas,Completa,4
Home,70 a 79,12/09/2021,Cas,Completa,4
Dona,20 a 29,20/11/2021,Cas,Completa,17
Dona,40 a 49,19/04/2021,Cas,Completa,3
Dona,30 a 39,31/03/2021,Cas,Completa,3
Home,10 a 19,04/09/2021,Cas,Parcial,3
Home,0 a 9,26/06/2021,Cas,No iniciada,9
Home,20 a 29,05/09/2021,Cas,No iniciada,11
Home,30 a 39,14/04/2021,Cas,Parcial,4
Dona,70 a 79,01/12/2021,Cas,No iniciada,4
Dona,40 a 49,06/10/2021,Cas,Parcial,1
Dona,50 a 59,10/05/2021,Cas,Parcial,6
Home,20 a 29,15/04/2021,Cas,Completa,1
Dona,60 a 69,10/09/2021,Cas,No iniciada,3
Dona,80 o més,03/11/2021,Defunció,No iniciada,1
Dona,30 a 39,22/04/2021,Cas,No iniciada,113
Home,40 a 49,09/04/2021,Cas,Completa,1
Dona,30 a 39,03/09/2021,Cas,Completa,17
Home,50 a 59,06/04/2021,Cas,Parcial,2
Dona,20 a 29,10/05/2021,Cas,Completa,1
Dona,60 a 69,01/09/2021,Cas,No iniciada,6
Home,30 a 39,03/06/2021,Cas,Parcial,2
Home,20 a 29,01/12/2021,Cas,Parcial,2
Home,10 a 19,13/09/2021,Cas,Parcial,6
Home,40 a 49,30/06/2021,Cas,Completa,11
Dona,40 a 49,16/03/2021,Cas,Parcial,4
Dona,70 a 79,24/07/2021,Cas,No iniciada,8
Dona,50 a 59,18/04/2021,Cas,Parcial,2
Dona,50 a 59,13/05/2021,Cas,Parcial,1
Dona,60 a 69,03/12/2021,Hospitalització,No iniciada,2
Dona,60 a 69,23/02/2021,Cas,Parcial,1
Home,60 a 69,29/07/2021,Cas,Parcial,6
Home,50 a 59,21/06/2021,Cas,Completa,2
Dona,30 a 39,14/08/2021,Cas,Parcial,5
Dona,30 a 39,20/09/2021,Cas,No iniciada,17
Dona,20 a 29,24/06/2021,Cas,Completa,4
Home,40 a 49,03/06/2021,Cas,Parcial,3
Dona,40 a 49,26/05/2021,Cas,Completa,1
Dona,40 a 49,20/01/2021,Cas,Parcial,3
Dona,70 a 79,02/11/2021,Cas,No iniciada,1
Dona,70 a 79,13/11/2021,Cas,Completa,11
Dona,10 a 19,17/02/2021,Cas,Parcial,1
Dona,60 a 69,14/06/2021,Cas,Completa,1
Dona,30 a 39,04/05/2021,Cas,Completa,3
Dona,70 a 79,15/10/2021,Cas,Completa,15
Home,40 a 49,04/03/2021,Cas,Parcial,2
Home,50 a 59,29/04/2021,Cas,Parcial,5
Home,30 a 39,05/09/2021,Cas,Parcial,1
Dona,30 a 39,21/06/2021,Cas,Parcial,1
Home,70 a 79,24/05/2021,Cas,Parcial,6
Home,60 a 69,22/01/2021,Cas,Parcial,1
Dona,50 a 59,27/03/2021,Cas,Parcial,3
Dona,50 a 59,23/03/2021,Cas,Completa,1
Home,40 a 49,03/09/2021,Cas,Parcial,1
Home,60 a 69,31/05/2021,Cas,Parcial,8
Dona,60 a 69,07/08/2021,Cas,No iniciada,11
Home,30 a 39,11/05/2021,Cas,Parcial,1
Home,20 a 29,29/08/2021,Cas,Parcial,3
Home,60 a 69,23/05/2021,Cas,Parcial,3
Home,20 a 29,05/09/2021,Cas,Parcial,2
Home,10 a 19,03/05/2021,Cas,Parcial,1
Dona,10 a 19,01/09/2021,Cas,Parcial,1
Dona,30 a 39,22/04/2021,Cas,Completa,2
Home,40 a 49,25/03/2021,Cas,Parcial,4
Dona,30 a 39,27/10/2021,Cas,No iniciada,9
Home,50 a 59,14/04/2021,Cas,Parcial,2
Dona,40 a 49,25/08/2021,Cas,Parcial,1
Home,30 a 39,26/01/2021,Cas,Parcial,2
Dona,70 a 79,02/09/2021,Cas,Completa,8
Dona,50 a 59,17/11/2021,Hospitalització,No iniciada,1
Home,50 a 59,06/06/2021,Cas,Completa,1
Home,80 o més,10/11/2021,Cas,Completa,9
Dona,20 a 29,13/11/2021,Hospitalització,No iniciada,1
Dona,60 a 69,30/03/2021,Cas,Parcial,4
Dona,10 a 19,16/11/2021,Cas,Parcial,2
Dona,30 a 39,31/05/2021,Cas,Parcial,2
Home,50 a 59,05/03/2021,Cas,Parcial,1
Home,30 a 39,11/09/2021,Cas,Completa,7
Dona,50 a 59,19/09/2021,Cas,Completa,5
Dona,70 a 79,24/05/2021,Cas,Parcial,3
Dona,70 a 79,18/01/2021,Cas,Parcial,1
Home,50 a 59,06/03/2021,Cas,Parcial,1
Dona,70 a 79,22/05/2021,Cas,No iniciada,4
Dona,50 a 59,10/03/2021,Cas,Completa,2
Dona,40 a 49,11/11/2021,Cas,Completa,70
Dona,30 a 39,26/03/2021,Cas,Completa,2
Home,30 a 39,25/02/2021,Cas,Parcial,1
Dona,40 a 49,09/08/2021,Cas,Parcial,9
Home,50 a 59,22/06/2021,Cas,No iniciada,12
Home,70 a 79,14/06/2021,Cas,Completa,2
Dona,40 a 49,08/04/2021,Cas,Completa,4
Dona,80 o més,21/12/2021,Hospitalització,No iniciada,1
Home,30 a 39,10/03/2021,Cas,Parcial,3
Dona,40 a 49,15/04/2021,Cas,Completa,3
Dona,70 a 79,07/07/2021,Cas,Parcial,1
Home,20 a 29,29/03/2021,Cas,Parcial,1
Dona,60 a 69,12/06/2021,Cas,Parcial,3
Dona,30 a 39,26/04/2021,Cas,Completa,2
Home,50 a 59,26/04/2021,Cas,Parcial,4
Home,60 a 69,17/11/2021,Hospitalització,No iniciada,1
Dona,50 a 59,10/04/2021,Cas,Completa,1
Home,50 a 59,08/05/2021,Cas,Completa,1
Home,50 a 59,22/06/2021,Cas,Completa,1
Home,10 a 19,08/09/2021,Cas,Completa,3
Home,50 a 59,31/03/2021,Cas,Completa,1
Dona,40 a 49,11/11/2021,Cas,No iniciada,8
Home,60 a 69,25/03/2021,Cas,Parcial,2
Dona,50 a 59,16/08/2021,Cas,Parcial,1
Home,20 a 29,25/01/2021,Cas,Parcial,1
Dona,20 a 29,12/10/2021,Cas,No iniciada,4
Home,70 a 79,05/11/2021,Crítics,Completa,1
Dona,10 a 19,26/05/2021,Cas,Parcial,1
Home,40 a 49,12/05/2021,Cas,Completa,1
Dona,20 a 29,05/05/2021,Cas,Parcial,3
Home,60 a 69,31/08/2021,Cas,Parcial,1
Dona,30 a 39,13/09/2021,Cas,Parcial,2
Dona,60 a 69,30/08/2021,Cas,No iniciada,6
Dona,50 a 59,13/02/2021,Cas,Parcial,2
Home,70 a 79,24/03/2021,Cas,Parcial,1
Dona,20 a 29,04/07/2021,Cas,Completa,38
Home,30 a 39,27/01/2021,Cas,Parcial,1
Home,30 a 39,14/05/2021,Cas,Parcial,1
Dona,20 a 29,17/03/2021,Cas,Parcial,1
Dona,30 a 39,27/12/2021,Hospitalització,Completa,3
Dona,30 a 39,27/06/2021,Cas,Parcial,1
Dona,50 a 59,08/04/2021,Cas,Completa,5
Dona,10 a 19,13/07/2021,Cas,Parcial,3
Dona,60 a 69,08/08/2021,Cas,Parcial,1
Home,0 a 9,01/06/2021,Cas,No iniciada,35
Dona,60 a 69,22/06/2021,Cas,Completa,2
Dona,30 a 39,23/05/2021,Cas,Completa,2
Home,30 a 39,26/03/2021,Cas,Parcial,3
Dona,50 a 59,16/11/2021,Hospitalització,Completa,1
No classificat,No classificat,13/10/2021,Cas,No iniciada,12
Dona,70 a 79,15/03/2021,Cas,Parcial,1
Home,40 a 49,20/01/2021,Defunció,No iniciada,1
Dona,60 a 69,19/06/2021,Cas,Parcial,4
Dona,60 a 69,21/01/2021,Cas,Parcial,1
Home,30 a 39,29/08/2021,Cas,Parcial,1
Home,30 a 39,20/04/2021,Cas,Parcial,2
Dona,70 a 79,09/09/2021,Cas,No iniciada,1
Dona,40 a 49,20/06/2021,Cas,Parcial,2
Home,50 a 59,17/07/2021,Cas,Completa,72
Dona,20 a 29,30/09/2021,Cas,Completa,11
Home,60 a 69,03/11/2021,Cas,Parcial,2
Dona,50 a 59,21/05/2021,Cas,Parcial,1
Dona,10 a 19,12/09/2021,Cas,Completa,1
Dona,50 a 59,26/04/2021,Cas,Completa,2
Dona,60 a 69,21/06/2021,Cas,Completa,1
Home,40 a 49,08/03/2021,Cas,No iniciada,147
Home,10 a 19,18/06/2021,Cas,No iniciada,73
Dona,50 a 59,15/12/2021,Cas,Parcial,4
Dona,20 a 29,21/01/2021,Cas,Parcial,1
Dona,20 a 29,02/05/2021,Cas,Parcial,2
Dona,60 a 69,01/04/2021,Cas,Completa,1
Home,70 a 79,23/07/2021,Cas,No iniciada,6
Home,20 a 29,09/07/2021,Cas,Parcial,2
Home,60 a 69,08/04/2021,Cas,Completa,1
Home,20 a 29,06/04/2021,Cas,Completa,2
Home,40 a 49,26/05/2021,Cas,Parcial,3
Home,10 a 19,30/07/2021,Cas,Completa,3
Dona,70 a 79,17/01/2021,Cas,Parcial,1
Home,40 a 49,30/07/2021,Cas,No iniciada,114
Dona,70 a 79,17/03/2021,Cas,No iniciada,41
Home,40 a 49,14/05/2021,Cas,Parcial,1
Home,70 a 79,29/06/2021,Cas,No iniciada,1
Home,40 a 49,03/03/2021,Cas,Completa,1
Dona,70 a 79,22/03/2021,Cas,Parcial,2
Home,70 a 79,15/07/2021,Cas,Parcial,2
Home,30 a 39,12/12/2021,Cas,Completa,97
Dona,70 a 79,24/05/2021,Cas,Completa,4
Dona,0 a 9,04/11/2021,Hospitalització,No iniciada,2
Dona,40 a 49,05/06/2021,Cas,Completa,1
Dona,60 a 69,12/09/2021,Cas,No iniciada,1
Dona,20 a 29,11/10/2021,Cas,No iniciada,6
Dona,10 a 19,26/06/2021,Cas,Completa,2
Dona,10 a 19,13/06/2021,Cas,Completa,1
Dona,70 a 79,13/06/2021,Cas,Parcial,1
Home,20 a 29,08/06/2021,Cas,Completa,1
Home,70 a 79,19/09/2021,Cas,Completa,2
Dona,30 a 39,08/06/2021,Cas,Completa,1
Home,50 a 59,03/04/2021,Cas,Parcial,1
Dona,30 a 39,24/06/2021,Cas,Completa,1
Dona,30 a 39,09/02/2021,Cas,Parcial,2
No classificat,No classificat,09/10/2021,Cas,No iniciada,7
Home,50 a 59,29/04/2021,Cas,Completa,2
Home,40 a 49,06/09/2021,Cas,Parcial,3
Dona,60 a 69,03/06/2021,Cas,No iniciada,2
Dona,50 a 59,21/02/2021,Cas,Parcial,1
Home,50 a 59,03/11/2021,Hospitalització,No iniciada,2
Dona,40 a 49,27/04/2021,Cas,Completa,2
Home,60 a 69,14/11/2021,Hospitalització,Completa,1
Home,80 o més,13/10/2021,Hospitalització,Completa,1
Home,80 o més,21/10/2021,Cas,Completa,4
Home,30 a 39,29/05/2021,Cas,Completa,1
Home,10 a 19,07/07/2021,Cas,Completa,1
Dona,50 a 59,03/06/2021,Cas,Completa,2
Dona,30 a 39,07/06/2021,Cas,Completa,2
Dona,50 a 59,03/11/2021,Crítics,No iniciada,1
Home,50 a 59,27/04/2021,Cas,Parcial,3
Dona,10 a 19,10/07/2021,Cas,Completa,1
Home,30 a 39,16/06/2021,Cas,Completa,1
Home,80 o més,12/10/2021,Hospitalització,Completa,3
Home,30 a 39,26/04/2021,Cas,Parcial,2
Dona,40 a 49,10/03/2021,Cas,Completa,3
Dona,50 a 59,17/11/2021,Hospitalització,Completa,1
Dona,30 a 39,12/10/2021,Cas,Completa,5
Home,80 o més,24/11/2021,Hospitalització,Completa,7
Home,30 a 39,13/04/2021,Cas,No iniciada,116
Home,50 a 59,15/12/2021,Hospitalització,Completa,5
Home,40 a 49,01/03/2021,Cas,Parcial,1
Dona,30 a 39,30/10/2021,Cas,Completa,8
Dona,40 a 49,03/08/2021,Cas,Parcial,8
Home,60 a 69,28/01/2021,Cas,Parcial,3
Home,70 a 79,01/08/2021,Cas,No iniciada,1
Dona,70 a 79,30/05/2021,Cas,Completa,1
Dona,40 a 49,25/02/2021,Cas,Completa,2
Dona,50 a 59,05/05/2021,Cas,Completa,1
Home,0 a 9,29/07/2021,Cas,No iniciada,167
Home,70 a 79,04/02/2021,Cas,Parcial,1
Home,60 a 69,31/08/2021,Cas,No iniciada,6
Home,40 a 49,21/06/2021,Cas,Completa,1
Dona,40 a 49,04/04/2021,Cas,Completa,1
Dona,80 o més,04/01/2021,Cas,No iniciada,194
Dona,50 a 59,10/08/2021,Cas,Parcial,2
Dona,40 a 49,12/02/2021,Cas,Parcial,1
Home,50 a 59,15/05/2021,Cas,Parcial,1
Dona,60 a 69,11/10/2021,Cas,No iniciada,3
Dona,0 a 9,13/10/2021,Hospitalització,No iniciada,1
Home,10 a 19,17/04/2021,Cas,Parcial,1
Dona,40 a 49,28/02/2021,Cas,Completa,1
Dona,10 a 19,19/09/2021,Cas,Completa,1
Dona,10 a 19,25/09/2021,Cas,Completa,1
Dona,10 a 19,10/04/2021,Cas,Parcial,1
Dona,20 a 29,13/05/2021,Cas,Completa,2
Dona,70 a 79,13/10/2021,Crítics,No iniciada,1
Dona,40 a 49,30/04/2021,Cas,Completa,2
Dona,20 a 29,27/03/2021,Cas,Parcial,1
Home,10 a 19,14/08/2021,Cas,Completa,1
Dona,10 a 19,23/09/2021,Cas,Completa,1
Home,60 a 69,06/05/2021,Cas,Completa,1
Home,70 a 79,31/01/2021,Cas,Parcial,1
Dona,10 a 19,13/09/2021,Cas,Parcial,2
Dona,10 a 19,18/06/2021,Cas,Parcial,1
Home,30 a 39,10/04/2021,Cas,Parcial,1
Dona,60 a 69,10/09/2021,Cas,Parcial,1
No classificat,No classificat,20/09/2021,Cas,No iniciada,17
Home,30 a 39,08/04/2021,Cas,Parcial,1
Dona,30 a 39,10/06/2021,Cas,Parcial,1
Dona,70 a 79,24/04/2021,Cas,Completa,1
Dona,70 a 79,25/07/2021,Cas,Parcial,1
Dona,30 a 39,15/05/2021,Cas,Parcial,1
Home,40 a 49,02/11/2021,Hospitalització,No iniciada,3
Dona,60 a 69,07/04/2021,Cas,Completa,1
Home,60 a 69,05/09/2021,Cas,Parcial,1
Home,10 a 19,14/07/2021,Cas,Parcial,1
Home,30 a 39,21/03/2021,Cas,Completa,1
Home,30 a 39,15/10/2021,Cas,Completa,7
Dona,50 a 59,11/10/2021,Cas,Completa,16
Dona,20 a 29,22/02/2021,Cas,Completa,1
Home,20 a 29,06/12/2021,Cas,Parcial,2
Home,40 a 49,03/10/2021,Cas,No iniciada,8
Home,70 a 79,05/10/2021,Cas,Completa,13
Dona,50 a 59,14/11/2021,Hospitalització,Completa,1
Dona,50 a 59,14/06/2021,Cas,Completa,1
Home,60 a 69,14/05/2021,Cas,Completa,1
Home,70 a 79,25/03/2021,Cas,Completa,2
Home,30 a 39,01/02/2021,Cas,Parcial,1
Dona,60 a 69,17/09/2021,Cas,No iniciada,2
Home,20 a 29,04/04/2021,Cas,Parcial,1
Home,70 a 79,28/08/2021,Cas,No iniciada,3
Dona,20 a 29,21/03/2021,Cas,Parcial,1
Dona,50 a 59,06/05/2021,Cas,Completa,1
Home,60 a 69,12/09/2021,Cas,No iniciada,1
Dona,40 a 49,06/11/2021,Cas,Completa,32
Dona,30 a 39,12/11/2021,Cas,No iniciada,25
Home,60 a 69,03/11/2021,Hospitalització,Completa,3
Dona,60 a 69,17/11/2021,Crítics,No iniciada,1
Home,60 a 69,21/10/2021,Hospitalització,No iniciada,1
Dona,30 a 39,03/11/2021,Cas,Parcial,1
Home,50 a 59,27/03/2021,Cas,Parcial,1
Home,70 a 79,12/10/2021,Hospitalització,Completa,1
Home,60 a 69,23/06/2021,Cas,Completa,1
Dona,40 a 49,23/01/2021,Cas,Parcial,1
Home,50 a 59,14/03/2021,Cas,Completa,1
Home,20 a 29,25/04/2021,Cas,Parcial,1
Dona,20 a 29,14/01/2021,Cas,Parcial,1
Home,20 a 29,25/02/2021,Cas,Parcial,1
Dona,20 a 29,19/05/2021,Cas,Completa,1
Home,40 a 49,31/05/2021,Cas,Parcial,1
Home,70 a 79,24/07/2021,Cas,Parcial,1
Home,40 a 49,13/03/2021,Cas,Completa,1
Dona,70 a 79,19/09/2021,Cas,No iniciada,1
Home,30 a 39,30/04/2021,Cas,Completa,1
Dona,30 a 39,01/05/2021,Cas,Parcial,1
